round,match_id,home_team,away_team,score_final_dom,score_final_ext,nb_buts_total,nb_buts_dom,nb_buts_ext,minutes_buts,nb_evenements,premier_but_minute,premier_but_equipe,intervalle_moyen,intervalle_max,intervalle_min,victoire
34,73349238,DR Congo,Gabon,2,0,2,2,0,,0,,,0,0,0,dom
34,73349239,Benin,Tanzania,0,0,0,0,0,,0,,,0,0,0,nul
34,73349240,Senegal,Mali,1,0,1,1,0,,0,,,0,0,0,dom
34,73349241,Cameroon,Sudan,4,0,4,4,0,,0,,,0,0,0,dom
34,73349242,Zambia,Zimbabwe,0,0,0,0,0,,0,,,0,0,0,nul
34,73349243,Equatorial Guinea,Angola,1,1,2,1,1,,0,,,0,0,0,nul
34,73349244,Nigeria,South Africa,1,2,3,1,2,,0,,,0,0,0,ext
34,73349245,Algeria,Ivory Coast,3,0,3,3,0,,0,,,0,0,0,dom
34,73349246,Uganda,Mozambique,0,1,1,0,1,,0,,,0,0,0,ext
35,73349247,Burkina Faso,Benin,0,0,0,0,0,,0,,,0,0,0,nul
35,73349248,Gabon,Tanzania,3,0,3,3,0,,0,,,0,0,0,dom
35,73349249,Zimbabwe,Senegal,0,0,0,0,0,,0,,,0,0,0,nul
35,73349250,Morocco,Equatorial Guinea,0,2,2,0,2,,0,,,0,0,0,ext
35,73349251,Sudan,Comoros,1,2,3,1,2,,0,,,0,0,0,ext
35,73349252,Ivory Coast,Cameroon,2,1,3,2,1,,0,,,0,0,0,dom
35,73349253,Angola,DR Congo,2,1,3,2,1,,0,,,0,0,0,dom
35,73349254,Mali,Tunisia,0,0,0,0,0,,0,,,0,0,0,nul
35,73349255,Uganda,Zambia,1,1,2,1,1,,0,,,0,0,0,nul
35,73349256,South Africa,Algeria,0,1,1,0,1,,0,,,0,0,0,ext
35,73349257,Mozambique,Nigeria,2,0,2,2,0,,0,,,0,0,0,dom
35,73349258,Botswana,Egypt,1,0,1,1,0,,0,,,0,0,0,dom
36,73349259,Tanzania,Angola,1,0,1,1,0,,0,,,0,0,0,dom
36,73349260,Cameroon,South Africa,2,1,3,2,1,,0,,,0,0,0,dom
36,73349261,Tunisia,Zimbabwe,1,1,2,1,1,,0,,,0,0,0,nul
36,73349262,Zambia,Mozambique,1,0,1,1,0,,0,,,0,0,0,dom
36,73349263,Senegal,Uganda,2,0,2,2,0,,0,,,0,0,0,dom
36,73349264,Egypt,Sudan,5,0,5,5,0,,0,,,0,0,0,dom
36,73349265,Comoros,Ivory Coast,0,1,1,0,1,,0,,,0,0,0,ext
36,73349266,DR Congo,Morocco,0,2,2,0,2,,0,,,0,0,0,ext
36,73349267,Equatorial Guinea,Mali,1,1,2,1,1,,0,,,0,0,0,nul
36,73349268,Benin,Botswana,1,0,1,1,0,,0,,,0,0,0,dom
36,73349269,Gabon,Burkina Faso,0,1,1,0,1,,0,,,0,0,0,ext
36,73349270,Algeria,Nigeria,0,0,0,0,0,,0,,,0,0,0,nul
37,73349271,Uganda,Tunisia,3,1,4,3,1,,0,,,0,0,0,dom
37,73349272,South Africa,Comoros,3,1,4,3,1,,0,,,0,0,0,dom
37,73349273,Zimbabwe,Equatorial Guinea,2,2,4,2,2,,0,,,0,0,0,nul
37,73349274,Mozambique,Algeria,0,0,0,0,0,,0,,,0,0,0,nul
37,73349275,Botswana,Gabon,2,1,3,2,1,,0,,,0,0,0,dom
37,73349276,Sudan,Benin,1,2,3,1,2,,0,,,0,0,0,ext
37,73349277,Nigeria,Cameroon,0,4,4,0,4,,0,,,0,0,0,ext
37,73349278,Zambia,Senegal,1,1,2,1,1,,0,,,0,0,0,nul
37,73349279,Ivory Coast,Egypt,2,1,3,2,1,,0,,,0,0,0,dom
37,73349280,Angola,Burkina Faso,2,1,3,2,1,,0,,,0,0,0,dom
37,73349281,Mali,DR Congo,3,1,4,3,1,,0,,,0,0,0,dom
37,73349282,Morocco,Tanzania,3,1,4,3,1,,0,,,0,0,0,dom
38,73349283,Cameroon,Algeria,1,1,2,1,1,,0,,,0,0,0,nul
38,73349284,Benin,Ivory Coast,1,1,2,1,1,,0,,,0,0,0,nul
38,73349285,Egypt,South Africa,2,1,3,2,1,,0,,,0,0,0,dom
38,73349286,Senegal,Mozambique,1,1,2,1,1,,0,,,0,0,0,nul
38,73349287,Burkina Faso,Morocco,1,2,3,1,2,,0,,,0,0,0,ext
38,73349288,Tunisia,Zambia,1,4,5,1,4,,0,,,0,0,0,ext
38,73349289,Angola,Botswana,0,1,1,0,1,,0,,,0,0,0,ext
38,73349290,Comoros,Nigeria,2,1,3,2,1,,0,,,0,0,0,dom
38,73349291,Tanzania,Mali,1,0,1,1,0,,0,,,0,0,0,dom
38,73349292,DR Congo,Zimbabwe,1,1,2,1,1,,0,,,0,0,0,nul
38,73349293,Gabon,Sudan,0,0,0,0,0,,0,,,0,0,0,nul
38,73349294,Equatorial Guinea,Uganda,1,0,1,1,0,,0,,,0,0,0,dom
39,73349295,Uganda,DR Congo,0,0,0,0,0,,0,,,0,0,0,nul
39,73349296,Zimbabwe,Tanzania,1,1,2,1,1,,0,,,0,0,0,nul
39,73349297,South Africa,Benin,3,0,3,3,0,,0,,,0,0,0,dom
39,73349298,Ivory Coast,Gabon,2,0,2,2,0,,0,,,0,0,0,dom
39,73349299,Algeria,Comoros,2,0,2,2,0,,0,,,0,0,0,dom
39,73349300,Zambia,Equatorial Guinea,4,1,5,4,1,,0,,,0,0,0,dom
39,73349301,Morocco,Botswana,3,1,4,3,1,,0,,,0,0,0,dom
39,73349302,Sudan,Angola,1,0,1,1,0,,0,,,0,0,0,dom
39,73349303,Mozambique,Cameroon,1,2,3,1,2,,0,,,0,0,0,ext
39,73349304,Nigeria,Egypt,0,0,0,0,0,,0,,,0,0,0,nul
39,73349305,Senegal,Tunisia,0,0,0,0,0,,0,,,0,0,0,nul
39,73349306,Mali,Burkina Faso,0,0,0,0,0,,0,,,0,0,0,nul
40,73349307,Tanzania,Uganda,0,1,1,0,1,,0,,,0,0,0,ext
40,73349308,Egypt,Algeria,1,0,1,1,0,,0,,,0,0,0,dom
40,73349309,Angola,Ivory Coast,1,1,2,1,1,,0,,,0,0,0,nul
40,73349310,Equatorial Guinea,Senegal,0,1,1,0,1,,0,,,0,0,0,ext
40,73349311,Comoros,Cameroon,0,0,0,0,0,,0,,,0,0,0,nul
40,73349312,Benin,Nigeria,0,2,2,0,2,,0,,,0,0,0,ext
40,73349313,Gabon,South Africa,0,4,4,0,4,,0,,,0,0,0,ext
40,73349314,DR Congo,Zambia,0,0,0,0,0,,0,,,0,0,0,nul
40,73349315,Botswana,Mali,0,1,1,0,1,,0,,,0,0,0,ext
40,73349316,Tunisia,Mozambique,0,1,1,0,1,,0,,,0,0,0,ext
40,73349317,Burkina Faso,Zimbabwe,0,1,1,0,1,,0,,,0,0,0,ext
40,73349318,Morocco,Sudan,0,2,2,0,2,,0,,,0,0,0,ext
41,73349319,Tunisia,Equatorial Guinea,4,1,5,4,1,,0,,,0,0,0,dom
41,73349320,Cameroon,Egypt,0,1,1,0,1,,0,,,0,0,0,ext
41,73349321,Nigeria,Gabon,0,0,0,0,0,,0,,,0,0,0,nul
41,73349322,South Africa,Angola,1,0,1,1,0,,0,,,0,0,0,dom
41,73349323,Ivory Coast,Morocco,0,0,0,0,0,,0,,,0,0,0,nul
41,73349324,Zimbabwe,Botswana,1,1,2,1,1,,0,,,0,0,0,nul
41,73349325,Uganda,Burkina Faso,0,0,0,0,0,,0,,,0,0,0,nul
41,73349326,Zambia,Tanzania,1,0,1,1,0,,0,,,0,0,0,dom
41,73349327,Senegal,DR Congo,0,0,0,0,0,,0,,,0,0,0,nul
41,73349328,Mali,Sudan,4,0,4,4,0,,0,,,0,0,0,dom
41,73349329,Mozambique,Comoros,1,1,2,1,1,,0,,,0,0,0,nul
41,73349330,Algeria,Benin,4,0,4,4,0,,0,,,0,0,0,dom
42,73349331,Gabon,Algeria,0,3,3,0,3,,0,,,0,0,0,ext
42,73349332,Angola,Nigeria,0,0,0,0,0,,0,,,0,0,0,nul
42,73349333,Benin,Cameroon,3,0,3,3,0,,0,,,0,0,0,dom
42,73349334,Morocco,South Africa,3,0,3,3,0,,0,,,0,0,0,dom
42,73349335,Burkina Faso,Zambia,0,0,0,0,0,,0,,,0,0,0,nul
42,73349336,Mali,Ivory Coast,1,0,1,1,0,,0,,,0,0,0,dom
42,73349337,Equatorial Guinea,Mozambique,1,4,5,1,4,,0,,,0,0,0,ext
42,73349338,Tanzania,Senegal,0,0,0,0,0,,0,,,0,0,0,nul
42,73349339,Botswana,Uganda,0,4,4,0,4,,0,,,0,0,0,ext
42,73349340,DR Congo,Tunisia,0,0,0,0,0,,0,,,0,0,0,nul
42,73349341,Sudan,Zimbabwe,2,1,3,2,1,,0,,,0,0,0,dom
42,73349342,Egypt,Comoros,2,0,2,2,0,,0,,,0,0,0,dom
43,73349343,Comoros,Benin,0,0,0,0,0,,0,,,0,0,0,nul
43,73349344,Equatorial Guinea,DR Congo,1,0,1,1,0,,0,,,0,0,0,dom
43,73349345,Mozambique,Egypt,1,1,2,1,1,,0,,,0,0,0,nul
43,73349346,Cameroon,Gabon,1,2,3,1,2,,0,,,0,0,0,ext
43,73349347,Nigeria,Morocco,3,1,4,3,1,,0,,,0,0,0,dom
43,73349348,Algeria,Angola,0,0,0,0,0,,0,,,0,0,0,nul
43,73349349,South Africa,Mali,1,0,1,1,0,,0,,,0,0,0,dom
43,73349350,Tunisia,Tanzania,1,0,1,1,0,,0,,,0,0,0,dom
43,73349351,Zambia,Botswana,0,0,0,0,0,,0,,,0,0,0,nul
43,73349352,Uganda,Sudan,0,0,0,0,0,,0,,,0,0,0,nul
43,73349353,Zimbabwe,Ivory Coast,1,1,2,1,1,,0,,,0,0,0,nul
43,73349354,Senegal,Burkina Faso,0,0,0,0,0,,0,,,0,0,0,nul
44,73349355,Sudan,Zambia,0,0,0,0,0,,0,,,0,0,0,nul
44,73349356,Angola,Cameroon,1,0,1,1,0,,0,,,0,0,0,dom
44,73349357,Tanzania,Equatorial Guinea,0,0,0,0,0,,0,,,0,0,0,nul
44,73349358,Benin,Egypt,3,1,4,3,1,,0,,,0,0,0,dom
44,73349359,Morocco,Algeria,1,1,2,1,1,,0,,,0,0,0,nul
44,73349360,Gabon,Comoros,3,0,3,3,0,,0,,,0,0,0,dom
44,73349361,Burkina Faso,Tunisia,1,2,3,1,2,,0,,,0,0,0,ext
44,73349362,Botswana,Senegal,4,0,4,4,0,,0,,,0,0,0,dom
44,73349363,Ivory Coast,Uganda,0,0,0,0,0,,0,,,0,0,0,nul
44,73349364,DR Congo,Mozambique,3,1,4,3,1,,0,,,0,0,0,dom
44,73349365,Zimbabwe,South Africa,2,1,3,2,1,,0,,,0,0,0,dom
44,73349366,Mali,Nigeria,0,1,1,0,1,,0,,,0,0,0,ext
45,73349367,Equatorial Guinea,Burkina Faso,3,0,3,3,0,,0,,,0,0,0,dom
45,73349368,Nigeria,Zimbabwe,0,0,0,0,0,,0,,,0,0,0,nul
45,73349369,Tunisia,Botswana,1,1,2,1,1,,0,,,0,0,0,nul
45,73349370,Uganda,South Africa,1,3,4,1,3,,0,,,0,0,0,ext
45,73349371,Comoros,Angola,0,0,0,0,0,,0,,,0,0,0,nul
45,73349372,DR Congo,Tanzania,1,1,2,1,1,,0,,,0,0,0,nul
45,73349373,Mozambique,Benin,0,0,0,0,0,,0,,,0,0,0,nul
45,73349374,Algeria,Mali,2,0,2,2,0,,0,,,0,0,0,dom
